PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Embarked
549,0,3,"Goldsmith, Mr. Frank John",male,33.0,1,1,363291.0,20.525,S
551,1,1,"Thayer, Mr. John Borland Jr",male,17.0,0,2,17421.0,110.8833,C
552,0,2,"Sharp, Mr. Percival James R",male,27.0,0,0,244358.0,26.0,S
557,1,1,"Duff Gordon, Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")",female,48.0,1,0,11755.0,39.6,C
559,1,1,"Taussig, Mrs. Emil (Tillie Mandelbaum)",female,39.0,1,1,110413.0,79.65,S
562,0,3,"Sivic, Mr. Husein",male,40.0,0,0,349251.0,7.8958,S
563,0,2,"Norman, Mr. Robert Douglas",male,28.0,0,0,218629.0,13.5,S
567,0,3,"Stoytcheff, Mr. Ilia",male,19.0,0,0,349205.0,7.8958,S
568,0,3,"Palsson, Mrs. Nils (Alma Cornelia Berglund)",female,29.0,0,4,349909.0,21.075,S
571,1,2,"Harris, Mr. George",male,62.0,0,0,,10.5,S
573,1,1,"Flynn, Mr. John Irwin (""Irving"")",male,36.0,0,0,,26.3875,S
578,1,1,"Silvey, Mrs. William Baird (Alice Munger)",female,39.0,1,0,13507.0,55.9,S
580,1,3,"Jussila, Mr. Eiriik",male,32.0,0,0,,7.925,S
581,1,2,"Christy, Miss. Julie Rachel",female,25.0,1,1,237789.0,30.0,S
583,0,2,"Downton, Mr. William James",male,54.0,0,0,28403.0,26.0,S
584,0,1,"Ross, Mr. John Hugo",male,36.0,0,0,13049.0,40.125,C
586,1,1,"Taussig, Miss. Ruth",female,18.0,0,2,110413.0,79.65,S
587,0,2,"Jarvis, Mr. John Denzil",male,47.0,0,0,237565.0,15.0,S
588,1,1,"Frolicher-Stehli, Mr. Maxmillian",male,60.0,1,1,13567.0,79.2,C
589,0,3,"Gilinski, Mr. Eliezer",male,22.0,0,0,14973.0,8.05,S
591,0,3,"Rintamaki, Mr. Matti",male,35.0,0,0,,7.125,S
593,0,3,"Elsbury, Mr. William James",male,47.0,0,0,,7.25,S
595,0,2,"Chapman, Mr. John Henry",male,37.0,1,0,,26.0,S
596,0,3,"Van Impe, Mr. Jean Baptiste",male,36.0,1,1,345773.0,24.15,S
598,0,3,"Johnson, Mr. Alfred",male,49.0,0,0,,0.0,S
600,1,1,"Duff Gordon, Sir. Cosmo Edmund (""Mr Morgan"")",male,49.0,1,0,,56.9292,C
601,1,2,"Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)",female,24.0,2,1,243847.0,27.0,S
604,0,3,"Torber, Mr. Ernst William",male,44.0,0,0,364511.0,8.05,S
605,1,1,"Homer, Mr. Harry (""Mr E Haven"")",male,35.0,0,0,111426.0,26.55,C
606,0,3,"Lindell, Mr. Edvard Bengtsson",male,36.0,1,0,349910.0,15.55,S
608,1,1,"Daniel, Mr. Robert Williams",male,27.0,0,0,113804.0,30.5,S
610,1,1,"Shutes, Miss. Elizabeth W",female,40.0,0,0,,153.4625,S
611,0,3,"Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren)",female,39.0,1,5,347082.0,31.275,S
615,0,3,"Brocklebank, Mr. William Alfred",male,35.0,0,0,364512.0,8.05,S
617,0,3,"Danbom, Mr. Ernst Gilbert",male,34.0,1,1,347080.0,14.4,S
619,1,2,"Becker, Miss. Marion Louise",female,4.0,2,1,230136.0,39.0,S
622,1,1,"Kimball, Mr. Edwin Nelson Jr",male,42.0,1,0,11753.0,52.5542,S
623,1,3,"Nakid, Mr. Sahid",male,20.0,1,1,2653.0,15.7417,C
624,0,3,"Hansen, Mr. Henry Damsgaard",male,21.0,0,0,350029.0,7.8542,S
625,0,3,"Bowen, Mr. David John ""Dai""",male,21.0,0,0,54636.0,16.1,S
626,0,1,"Sutton, Mr. Frederick",male,61.0,0,0,36963.0,32.3208,S
627,0,2,"Kirkland, Rev. Charles Leonard",male,57.0,0,0,219533.0,12.35,Q
629,0,3,"Bostandyeff, Mr. Guentcho",male,26.0,0,0,349224.0,7.8958,S
635,0,3,"Skoog, Miss. Mabel",female,9.0,3,2,347088.0,27.9,S
636,1,2,"Davis, Miss. Mary",female,28.0,0,0,237668.0,13.0,S
638,0,2,"Collyer, Mr. Harvey",male,31.0,1,1,,26.25,S
639,0,3,"Panula, Mrs. Juha (Maria Emilia Ojala)",female,41.0,0,5,3101295.0,39.6875,S
641,0,3,"Jensen, Mr. Hans Peder",male,20.0,0,0,350050.0,7.8542,S
642,1,1,"Sagesser, Mlle. Emma",female,24.0,0,0,,69.3,C
643,0,3,"Skoog, Miss. Margit Elizabeth",female,2.0,3,2,347088.0,27.9,S
645,1,3,"Baclini, Miss. Eugenie",female,0.75,2,1,2666.0,19.2583,C
646,1,1,"Harper, Mr. Henry Sleeper",male,48.0,1,0,,76.7292,C
648,1,1,"Simonius-Blumer, Col. Oberst Alfons",male,56.0,0,0,13213.0,35.5,C
650,1,3,"Stanley, Miss. Amy Zillah Elsie",female,23.0,0,0,,7.55,S
652,1,2,"Doling, Miss. Elsie",female,18.0,0,1,231919.0,23.0,S
655,0,3,"Hegarty, Miss. Hanora ""Nora""",female,18.0,0,0,365226.0,6.75,Q
656,0,2,"Hickman, Mr. Leonard Mark",male,24.0,2,0,,73.5,S
658,0,3,"Bourke, Mrs. John (Catherine)",female,32.0,1,1,364849.0,15.5,Q
659,0,2,"Eitemiller, Mr. George Floyd",male,23.0,0,0,29751.0,13.0,S
660,0,1,"Newell, Mr. Arthur Webster",male,58.0,0,2,35273.0,113.275,C
662,0,3,"Badt, Mr. Mohamed",male,40.0,0,0,2623.0,7.225,C
663,0,1,"Colley, Mr. Edward Pomeroy",male,47.0,0,0,5727.0,25.5875,S
664,0,3,"Coleff, Mr. Peju",male,36.0,0,0,349210.0,7.4958,S
665,1,3,"Lindqvist, Mr. Eino William",male,20.0,1,0,,7.925,S
666,0,2,"Hickman, Mr. Lewis",male,32.0,2,0,,73.5,S
667,0,2,"Butler, Mr. Reginald Fenton",male,25.0,0,0,234686.0,13.0,S
669,0,3,"Cook, Mr. Jacob",male,43.0,0,0,,8.05,S
671,1,2,"Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford)",female,40.0,1,1,29750.0,39.0,S
674,1,2,"Wilhelms, Mr. Charles",male,31.0,0,0,244270.0,13.0,S
676,0,3,"Edvardsson, Mr. Gustaf Hjalmar",male,18.0,0,0,349912.0,7.775,S
677,0,3,"Sawyer, Mr. Frederick Charles",male,24.5,0,0,342826.0,8.05,S
678,1,3,"Turja, Miss. Anna Sofia",female,18.0,0,0,4138.0,9.8417,S
679,0,3,"Goodwin, Mrs. Frederick (Augusta Tyler)",female,43.0,1,6,,46.9,S
682,1,1,"Hassab, Mr. Hammad",male,27.0,0,0,,76.7292,C
684,0,3,"Goodwin, Mr. Charles Edward",male,14.0,5,2,,46.9,S
685,0,2,"Brown, Mr. Thomas William Solomon",male,60.0,1,1,29750.0,39.0,S
686,0,2,"Laroche, Mr. Joseph Philippe Lemercier",male,25.0,1,2,,41.5792,C
687,0,3,"Panula, Mr. Jaako Arnold",male,14.0,4,1,3101295.0,39.6875,S
690,1,1,"Madill, Miss. Georgette Alexandra",female,15.0,0,1,24160.0,211.3375,S
691,1,1,"Dick, Mr. Albert Adrian",male,31.0,1,0,17474.0,57.0,S
692,1,3,"Karun, Miss. Manca",female,4.0,0,1,349256.0,13.4167,C
694,0,3,"Saad, Mr. Khalil",male,25.0,0,0,2672.0,7.225,C
695,0,1,"Weir, Col. John",male,60.0,0,0,113800.0,26.55,S
696,0,2,"Chapman, Mr. Charles Henry",male,52.0,0,0,248731.0,13.5,S
699,0,1,"Thayer, Mr. John Borland",male,49.0,1,1,17421.0,110.8833,C
700,0,3,"Humblen, Mr. Adolf Mathias Nicolai Olsen",male,42.0,0,0,348121.0,7.65,S
701,1,1,"Astor, Mrs. John Jacob (Madeleine Talmadge Force)",female,18.0,1,0,,227.525,C
702,1,1,"Silverthorne, Mr. Spencer Victor",male,35.0,0,0,,26.2875,S
703,0,3,"Barbara, Miss. Saiide",female,18.0,0,1,2691.0,14.4542,C
704,0,3,"Gallagher, Mr. Martin",male,25.0,0,0,36864.0,7.7417,Q
706,0,2,"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")",male,39.0,0,0,250655.0,26.0,S
707,1,2,"Kelly, Mrs. Florence ""Fannie""",female,45.0,0,0,223596.0,13.5,S
708,1,1,"Calderhead, Mr. Edward Pennington",male,42.0,0,0,,26.2875,S
711,1,1,"Mayne, Mlle. Berthe Antonine (""Mrs de Villiers"")",female,24.0,0,0,,49.5042,C
713,1,1,"Taylor, Mr. Elmer Zebley",male,48.0,1,0,19996.0,52.0,S
714,0,3,"Larsson, Mr. August Viktor",male,29.0,0,0,7545.0,9.4833,S
716,0,3,"Soholt, Mr. Peter Andreas Lauritz Andersen",male,19.0,0,0,348124.0,7.65,S
717,1,1,"Endres, Miss. Caroline Louise",female,38.0,0,0,,227.525,C
718,1,2,"Troutt, Miss. Edwina Celia ""Winnie""",female,27.0,0,0,34218.0,10.5,S
722,0,3,"Jensen, Mr. Svend Lauritz",male,17.0,1,0,350048.0,7.0542,S
724,0,2,"Hodges, Mr. Henry Price",male,50.0,0,0,250643.0,13.0,S
725,1,1,"Chambers, Mr. Norman Campbell",male,27.0,1,0,113806.0,53.1,S
727,1,2,"Renouf, Mrs. Peter Henry (Lillian Jefferys)",female,30.0,3,0,31027.0,21.0,S
730,0,3,"Ilmakangas, Miss. Pieta Sofia",female,25.0,1,0,,7.925,S
731,1,1,"Allen, Miss. Elisabeth Walton",female,29.0,0,0,24160.0,211.3375,S
734,0,2,"Berriman, Mr. William John",male,23.0,0,0,28425.0,13.0,S
735,0,2,"Troupiansky, Mr. Moses Aaron",male,23.0,0,0,233639.0,13.0,S
736,0,3,"Williams, Mr. Leslie",male,28.5,0,0,54636.0,16.1,S
744,0,3,"McNamee, Mr. Neal",male,24.0,1,0,376566.0,16.1,S
745,1,3,"Stranden, Mr. Juho",male,31.0,0,0,,7.925,S
746,0,1,"Crosby, Capt. Edward Gifford",male,70.0,1,1,,71.0,S
747,0,3,"Abbott, Mr. Rossmore Edward",male,16.0,1,1,,20.25,S
748,1,2,"Sinkkonen, Miss. Anna",female,30.0,0,0,250648.0,13.0,S
750,0,3,"Connaghton, Mr. Michael",male,31.0,0,0,335097.0,7.75,Q
751,1,2,"Wells, Miss. Joan",female,4.0,1,1,29103.0,23.0,S
753,0,3,"Vande Velde, Mr. Johannes Joseph",male,33.0,0,0,345780.0,9.5,S
754,0,3,"Jonkoff, Mr. Lalio",male,23.0,0,0,349204.0,7.8958,S
755,1,2,"Herman, Mrs. Samuel (Jane Laver)",female,48.0,1,2,220845.0,65.0,S
759,0,3,"Theobald, Mr. Thomas Leonard",male,34.0,0,0,363294.0,8.05,S
760,1,1,"Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards)",female,33.0,0,0,110152.0,86.5,S
763,1,3,"Barah, Mr. Hanna Assi",male,20.0,0,0,2663.0,7.2292,C
764,1,1,"Carter, Mrs. William Ernest (Lucile Polk)",female,36.0,1,2,113760.0,120.0,S
766,1,1,"Hogeboom, Mrs. John C (Anna Andrews)",female,51.0,1,0,13502.0,77.9583,S
770,0,3,"Gronnestad, Mr. Daniel Danielsen",male,32.0,0,0,8471.0,8.3625,S
772,0,3,"Jensen, Mr. Niels Peder",male,48.0,0,0,350047.0,7.8542,S
773,0,2,"Mack, Mrs. (Mary)",female,57.0,0,0,,10.5,S
775,1,2,"Hocking, Mrs. Elizabeth (Eliza Needs)",female,54.0,1,3,29105.0,23.0,S
776,0,3,"Myhrman, Mr. Pehr Fabian Oliver Malkolm",male,18.0,0,0,347078.0,7.75,S
780,1,1,"Robert, Mrs. Edward Scott (Elisabeth Walton McMillan)",female,43.0,0,1,24160.0,211.3375,S
783,0,1,"Long, Mr. Milton Clyde",male,29.0,0,0,113501.0,30.0,S
785,0,3,"Ali, Mr. William",male,25.0,0,0,,7.05,S
787,1,3,"Sjoblom, Miss. Anna Sofia",female,18.0,0,0,3101265.0,7.4958,S
788,0,3,"Rice, Master. George Hugh",male,8.0,4,1,382652.0,29.125,Q
789,1,3,"Dean, Master. Bertram Vere",male,1.0,1,2,,20.575,S
790,0,1,"Guggenheim, Mr. Benjamin",male,46.0,0,0,,79.2,C
792,0,2,"Gaskell, Mr. Alfred",male,16.0,0,0,239865.0,26.0,S
795,0,3,"Dantcheff, Mr. Ristiu",male,25.0,0,0,349203.0,7.8958,S
796,0,2,"Otter, Mr. Richard",male,39.0,0,0,28213.0,13.0,S
797,1,1,"Leader, Dr. Alice (Farnham)",female,49.0,0,0,17465.0,25.9292,S
798,1,3,"Osman, Mrs. Mara",female,31.0,0,0,349244.0,8.6833,S
799,0,3,"Ibrahim Shawah, Mr. Yousseff",male,30.0,0,0,2685.0,7.2292,C
800,0,3,"Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)",female,30.0,1,1,345773.0,24.15,S
801,0,2,"Ponesell, Mr. Martin",male,34.0,0,0,250647.0,13.0,S
802,1,2,"Collyer, Mrs. Harvey (Charlotte Annie Tate)",female,31.0,1,1,,26.25,S
803,1,1,"Carter, Master. William Thornton II",male,11.0,1,2,113760.0,120.0,S
804,1,3,"Thomas, Master. Assad Alexander",male,0.42,0,1,2625.0,8.5167,C
805,1,3,"Hedman, Mr. Oskar Arvid",male,27.0,0,0,347089.0,6.975,S
806,0,3,"Johansson, Mr. Karl Johan",male,31.0,0,0,347063.0,7.775,S
808,0,3,"Pettersson, Miss. Ellen Natalia",female,18.0,0,0,347087.0,7.775,S
809,0,2,"Meyer, Mr. August",male,39.0,0,0,248723.0,13.0,S
810,1,1,"Chambers, Mrs. Norman Campbell (Bertha Griggs)",female,33.0,1,0,113806.0,53.1,S
813,0,2,"Slemen, Mr. Richard James",male,35.0,0,0,28206.0,10.5,S
814,0,3,"Andersson, Miss. Ebba Iris Alfrida",female,6.0,4,2,347082.0,31.275,S
815,0,3,"Tomlin, Mr. Ernest Portage",male,30.5,0,0,364499.0,8.05,S
817,0,3,"Heininen, Miss. Wendla Maria",female,23.0,0,0,,7.925,S
818,0,2,"Mallet, Mr. Albert",male,31.0,1,1,,37.0042,C
819,0,3,"Holm, Mr. John Fredrik Alexander",male,43.0,0,0,,6.45,S
820,0,3,"Skoog, Master. Karl Thorsten",male,10.0,3,2,347088.0,27.9,S
821,1,1,"Hays, Mrs. Charles Melville (Clara Jennings Gregg)",female,52.0,1,1,12749.0,93.5,S
822,1,3,"Lulic, Mr. Nikola",male,27.0,0,0,315098.0,8.6625,S
823,0,1,"Reuchlin, Jonkheer. John George",male,38.0,0,0,19972.0,0.0,S
824,1,3,"Moor, Mrs. (Beila)",female,27.0,0,1,392096.0,12.475,S
825,0,3,"Panula, Master. Urho Abraham",male,2.0,4,1,3101295.0,39.6875,S
828,1,2,"Mallet, Master. Andre",male,1.0,0,2,,37.0042,C
831,1,3,"Yasbeck, Mrs. Antoni (Selini Alexander)",female,15.0,1,0,2659.0,14.4542,C
832,1,2,"Richards, Master. George Sibley",male,0.83,1,1,29106.0,18.75,S
834,0,3,"Augustsson, Mr. Albert",male,23.0,0,0,347468.0,7.8542,S
835,0,3,"Allum, Mr. Owen George",male,18.0,0,0,2223.0,8.3,S
836,1,1,"Compton, Miss. Sara Rebecca",female,39.0,1,1,,83.1583,C
841,0,3,"Alhomaki, Mr. Ilmari Rudolf",male,20.0,0,0,,7.925,S
842,0,2,"Mudd, Mr. Thomas Charles",male,16.0,0,0,,10.5,S
843,1,1,"Serepeca, Miss. Augusta",female,30.0,0,0,113798.0,31.0,C
846,0,3,"Abbing, Mr. Anthony",male,42.0,0,0,,7.55,S
848,0,3,"Markoff, Mr. Marin",male,35.0,0,0,349213.0,7.8958,C
849,0,2,"Harper, Rev. John",male,28.0,0,1,248727.0,33.0,S
854,1,1,"Lines, Miss. Mary Conover",female,16.0,0,1,,39.4,S
855,0,2,"Carter, Mrs. Ernest Courtenay (Lilian Hughes)",female,44.0,1,0,244252.0,26.0,S
858,1,1,"Daly, Mr. Peter Denis ",male,51.0,0,0,113055.0,26.55,S
859,1,3,"Baclini, Mrs. Solomon (Latifa Qurban)",female,24.0,0,3,2666.0,19.2583,C
861,0,3,"Hansen, Mr. Claus Peter",male,41.0,2,0,350026.0,14.1083,S
866,1,2,"Bystrom, Mrs. (Karolina)",female,42.0,0,0,236852.0,13.0,S
868,0,1,"Roebling, Mr. Washington Augustus II",male,31.0,0,0,,50.4958,S
871,0,3,"Balkic, Mr. Cerin",male,26.0,0,0,349248.0,7.8958,S
872,1,1,"Beckwith, Mrs. Richard Leonard (Sallie Monypeny)",female,47.0,1,1,11751.0,52.5542,S
873,0,1,"Carlsson, Mr. Frans Olof",male,33.0,0,0,695.0,5.0,S
874,0,3,"Vander Cruyssen, Mr. Victor",male,47.0,0,0,345765.0,9.0,S
875,1,2,"Abelson, Mrs. Samuel (Hannah Wizosky)",female,28.0,1,0,,24.0,C
876,1,3,"Najib, Miss. Adele Kiamie ""Jane""",female,15.0,0,0,2667.0,7.225,C
877,0,3,"Gustafsson, Mr. Alfred Ossian",male,20.0,0,0,7534.0,9.8458,S
878,0,3,"Petroff, Mr. Nedelio",male,19.0,0,0,349212.0,7.8958,S
880,1,1,"Potter, Mrs. Thomas Jr (Lily Alexenia Wilson)",female,56.0,0,1,11767.0,83.1583,C
881,1,2,"Shelley, Mrs. William (Imanita Parrish Hall)",female,25.0,0,1,230433.0,26.0,S
882,0,3,"Markun, Mr. Johann",male,33.0,0,0,349257.0,7.8958,S
883,0,3,"Dahlberg, Miss. Gerda Ulrika",female,22.0,0,0,7552.0,10.5167,S
884,0,2,"Banfield, Mr. Frederick James",male,28.0,0,0,,10.5,S
888,1,1,"Graham, Miss. Margaret Edith",female,19.0,0,0,112053.0,30.0,S
